sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,accessories_size,accessories_type,apparel_type,author_artist,bag_luggage_type,banana_split,bedding_pattern,bed_bath_type,books_music_type,camera_megapixels,camera_type,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decor_type,description,diameter,electronic_type,fit,format,frame_style,gallery,gender,gendered,genre,gift_message_available,gift_wrapping_available,gift_wrapping_price,has_options,homeware_style,home_decor_type,image,image_label,internal_lining,jewelry_type,length,lens_type,luggage_size,luggage_style,luggage_travel_style,manufacturer,material,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,necklace_length,newattribute,news_from_date,news_to_date,occasion,options_container,page_layout,price,required_options,shoe_size,shoe_type,short_description,size,sleeve_length,small_image,small_image_label,special_from_date,special_price,special_to_date,status,style,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,width,window_size,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
wbk001,,Clothing,simple,"Women/Tops & Blouses","Default Category",base,,,Blouses,,,,,,,,,Pink,,,"2013-03-05 05:48:14",,,,,,"Silk cami. Tie front detail, with hook and eye. Ruched neckline. Loose through the chest and bodice. 100% Silk. Dry clean.",,,,,,,Female,,,,,,0,,,/w/b/wbk000t_3.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","NoLIta Cami",,,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",150.0000,0,,,"Cut from tissue-weight silk crepe de chine, this airy style features a ruched neckline with tie and an unfinished hem for a contrastinly rugged feel. Compliment yours with skinny jeans.",M,Sleeveless,/w/b/wbk000t_3.jpg,,,,,1,,2,/w/b/wbk000t_3.jpg,,"2014-03-07 15:26:42",nolita-cami,nolita-cami-19854.html,1,1.0000,,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk000b_1.jpg,,2,0,,,,,,,,,,,,,,,,
,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nolita-cami-29681.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/b/wbk000t_3.jpg,,1,0,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nolita-cami-18388.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk002L,,Clothing,simple,Women,"Default Category",base,,,Blouses,,,,,,,,,Black,,,"2013-03-05 05:48:14",,"2013-05-08 00:00:00",,,,"Silk cami. Tie front detail, with hook and eye. Ruched neckline. Loose through the chest and bodice. 100% Silk. Dry clean.",,,,,,,Female,,,,,,0,,,/w/b/wbk002t.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Black NoLIta Cami",,,"2013-05-08 00:00:00",,Evening,"Product Info Column","1 column",150.0000,0,,,"Cut from tissue-weight silk crepe de chine, this airy style features a ruched neckline with tie and an unfinished hem for a contrastinly rugged feel. Compliment yours with skinny jeans.",L,Sleeveless,/w/b/wbk002t.jpg,,"2013-03-05 00:00:00",120.0000,,1,,2,/w/b/wbk002t.jpg,,"2013-05-10 21:17:59",nolita-cami,nolita-cami-19855.html,1,1.0000,,,11.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk002a.jpg,,2,0,,,,,,,,,,,,,,,,
,default,,,Sale,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nolita-cami-29682.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/b/wbk002t.jpg,,1,0,,,,,,,,,,,,,,,,
,german,,,"Women/Tops & Blouses","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nolita-cami-18389.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk003,,Clothing,simple,"Women/New Arrivals","Default Category",base,,,Tops,,,,,,,,,Indigo,,,"2013-03-05 05:48:14",,,,,,"Ribbed scoop neck tank. 100% cotton.Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk003t_1.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Tori Tank",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",60.0000,0,,,"A simple ribbed cotton tank. Great for layering.",S,Sleeveless,/w/b/wbk003t_1.jpg,,,,,1,,2,/w/b/wbk003t_1.jpg,,"2014-03-08 08:05:08",tori-tank,tori-tank.html,1,1.0000,,,-6.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk003t_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,"Women/Tops & Blouses","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk004,,Clothing,simple,"Women/New Arrivals","Default Category",base,,,Tops,,,,,,,,,Indigo,,,"2013-03-05 05:48:14",,,,,,"Ribbed scoop neck tank. 100% cotton.Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk003t_2.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Tori Tank",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",60.0000,0,,,"A simple ribbed cotton tank. Great for layering.",M,Sleeveless,/w/b/wbk003t_2.jpg,,,,,1,,2,/w/b/wbk003t_2.jpg,,"2014-03-08 08:05:35",tori-tank,tori-tank-19840.html,1,1.0000,,,7.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk003t_2.jpg,,1,0,,,,,,,,,,,,,,,,
,default,,,"Women/Tops & Blouses","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tori-tank-29531.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tori-tank-18386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk005,,Clothing,simple,"Women/New Arrivals","Default Category",base,,,Tops,,,,,,,,,Indigo,,,"2013-03-05 05:48:14",,,,,,"Ribbed scoop neck tank. 100% cotton.Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk003t_3.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Tori Tank",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",60.0000,0,,,"A simple ribbed cotton tank. Great for layering.",L,Sleeveless,/w/b/wbk003t_3.jpg,,,,,1,,2,/w/b/wbk003t_3.jpg,,"2014-03-08 08:06:01",tori-tank,tori-tank-19841.html,1,1.0000,,,7.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk003t_3.jpg,,1,0,,,,,,,,,,,,,,,,
,default,,,"Women/Tops & Blouses","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tori-tank-29532.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tori-tank-18387.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk006,,Clothing,simple,"Women/Tops & Blouses","Default Category",base,,,Knits,,,,,,,,,Taupe,,,"2013-03-05 05:48:14",,,,,,"Oversized knitted silk blend cardigan. Front button closure. Ribbed hem. Silk/rayon. Dry clean.",,,,,,,Female,,,,,,0,,,/w/b/wbk006t_1.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Delancy Cardigan Sweater",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",275.0000,0,,,"Refresh your knitwear collection with our silk blend top. Layer over a bold hue for maximum contrast.",S,"Long Sleeve",/w/b/wbk006t_1.jpg,,,,,1,,2,/w/b/wbk006t_1.jpg,,"2014-03-08 08:57:21",delancy-cardigan-sweater,delancy-cardigan-sweater.html,1,1.0000,,,24.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk007,,Clothing,simple,"Women/Tops & Blouses","Default Category",base,,,Knits,,,,,,,,,Taupe,,,"2013-03-05 05:48:14",,,,,,"Oversized knitted silk blend cardigan. Front button closure. Ribbed hem. Silk/rayon. Dry clean.",,,,,,,Female,,,,,,0,,,/w/b/wbk006t_1.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Delancy Cardigan Sweater",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",275.0000,0,,,"Refresh your knitwear collection with our silk blend top. Layer over a bold hue for maximum contrast.",M,"Long Sleeve",/w/b/wbk006t_1.jpg,,,,,1,,2,/w/b/wbk006t_1.jpg,,"2014-03-08 08:57:33",delancy-cardigan-sweater,delancy-cardigan-sweater-19822.html,1,1.0000,,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk006t_1.jpg,,1,0,,,,,,,,,,,,,,,,
,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delancy-cardigan-sweater-29372.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delancy-cardigan-sweater-18388.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk008,,Clothing,simple,"Women/Tops & Blouses","Default Category",base,,,Knits,,,,,,,,,Taupe,,,"2013-03-05 05:48:14",,,,,,"Oversized knitted silk blend cardigan. Front button closure. Ribbed hem. Silk/rayon. Dry clean.",,,,,,,Female,,,,,,0,,,/w/b/wbk006t_1.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Delancy Cardigan Sweater",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",275.0000,0,,,"Refresh your knitwear collection with our silk blend top. Layer over a bold hue for maximum contrast.",L,"Long Sleeve",/w/b/wbk006t_1.jpg,,,,,1,,2,/w/b/wbk006t_1.jpg,,"2014-03-08 08:57:43",delancy-cardigan-sweater,delancy-cardigan-sweater-19823.html,1,1.0000,,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delancy-cardigan-sweater-29373.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delancy-cardigan-sweater-18389.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk009,,Clothing,simple,"Women/Tops & Blouses","Default Category",base,,,Blouses,,,,,,,,,White,,,"2013-03-05 05:48:14",,,,,,"Oxford, fitted through the waist. V-neck, front button closure.100% cotton. Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk009t_2.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Ludlow Oxford Top",,,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",185.0000,0,,,"No matter where you are in the world, a crisp, clean oxford is always in style.",S,"Long Sleeve",/w/b/wbk009t_2.jpg,,,,,1,,2,/w/b/wbk009t_2.jpg,,"2014-03-08 08:11:19",ludlow-oxford-top,ludlow-oxford-top.html,1,1.0000,,,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk009t_2.jpg,,1,0,,,,,,,,,,,,,,,,
wbk010,,Clothing,simple,"Women/Tops & Blouses","Default Category",base,,,Blouses,,,,,,,,,White,,,"2013-03-05 05:48:14",,,,,,"Oxford, fitted through the waist. V-neck, front button closure.100% cotton. Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk009t_3.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Ludlow Oxford Top",,,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",185.0000,0,,,"No matter where you are in the world, a crisp, clean oxford is always in style.",M,"Long Sleeve",/w/b/wbk009t_3.jpg,,,,,1,,2,/w/b/wbk009t_3.jpg,,"2014-03-08 08:11:44",ludlow-oxford-top,ludlow-oxford-top-19813.html,1,1.0000,,,24.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk009t_3.jpg,,1,0,,,,,,,,,,,,,,,,
,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludlow-oxford-top-29259.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludlow-oxford-top-18389.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk011,,Clothing,simple,"Women/Tops & Blouses","Default Category",base,,,Blouses,,,,,,,,,White,,,"2013-03-05 05:48:14",,,,,,"Oxford, fitted through the waist. V-neck, front button closure.100% cotton. Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk009t_4.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Ludlow Oxford Top",,,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",185.0000,0,,,"No matter where you are in the world, a crisp, clean oxford is always in style.",L,"Long Sleeve",/w/b/wbk009t_4.jpg,,,,,1,,2,/w/b/wbk009t_4.jpg,,"2014-03-08 08:12:03",ludlow-oxford-top,ludlow-oxford-top-19814.html,1,1.0000,,,24.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk009a_1.jpg,,2,0,,,,,,,,,,,,,,,,
,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludlow-oxford-top-29260.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/b/wbk009c_1.jpg,,3,0,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludlow-oxford-top-18390.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/b/wbk009t_4.jpg,,1,0,,,,,,,,,,,,,,,,
wbk012,,Clothing,simple,"Women/New Arrivals","Default Category",base,,,Knits,,,,,,,,,White,,,"2013-03-05 05:48:14",,,,,,"Loose fitting from the shoulders, open weave knit top. Semi sheer.  Slips on. Faux button closure detail on the back. Linen/Cotton. Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk012t_2.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Elizabeth Knit Top",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",210.0000,0,,,"The demure Elizabeth Knit features a semi sheer open weave and a forgiving silhouette. A nude camisole underneath keeps a stylish but conservative look.",S,"Short Sleeve",/w/b/wbk012t_2.jpg,,,,,1,,2,/w/b/wbk012t_2.jpg,,"2014-03-08 08:21:33",elizabeth-knit-top,elizabeth-knit-top.html,1,1.0000,,,9.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk012b_2.jpg,,3,0,,,,,,,,,,,,,,,,
,,,,"Women/Tops & Blouses","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/b/wbk012t_2.jpg,,1,0,,,,,,,,,,,,,,,,
wbk013,,Clothing,simple,"Women/New Arrivals","Default Category",base,,,Knits,,,,,,,,,White,,,"2013-03-05 05:48:14",,,,,,"Loose fitting from the shoulders, open weave knit top. Semi sheer.  Slips on. Faux button closure detail on the back. Linen/Cotton. Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk012t_3.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Elizabeth Knit Top",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",210.0000,0,,,"The demure Elizabeth Knit features a semi sheer open weave and a forgiving silhouette. A nude camisole underneath keeps a stylish but conservative look.",M,"Short Sleeve",/w/b/wbk012t_3.jpg,,,,,1,,2,/w/b/wbk012t_3.jpg,,"2014-03-08 08:17:50",elizabeth-knit-top,elizabeth-knit-top-16113.html,1,1.0000,,,21.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk012t_3.jpg,,1,0,,,,,,,,,,,,,,,,
,default,,,"Women/Tops & Blouses","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elizabeth-knit-top-24741.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elizabeth-knit-top-14868.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbk014,,Clothing,simple,"Women/New Arrivals","Default Category",base,,,Knits,,,,,,,,,White,,,"2013-03-05 05:48:14",,,,,,"Loose fitting from the shoulders, open weave knit top. Semi sheer.  Slips on. Faux button closure detail on the back. Linen/Cotton. Machine wash.",,,,,,,Female,,,,,,0,,,/w/b/wbk012t_4.jpg,,,,,,,,,,,,,,,,,"Use config","Use config","Elizabeth Knit Top",,,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",210.0000,0,,,"The demure Elizabeth Knit features a semi sheer open weave and a forgiving silhouette. A nude camisole underneath keeps a stylish but conservative look.",L,"Short Sleeve",/w/b/wbk012t_4.jpg,,,,,1,,2,/w/b/wbk012t_4.jpg,,"2014-03-08 08:18:12",elizabeth-knit-top,elizabeth-knit-top-16114.html,1,1.0000,,,23.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/b/wbk012b_3.jpg,,3,1,,,,,,,,,,,,,,,,
,default,,,"Women/Tops & Blouses","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elizabeth-knit-top-24742.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/b/wbk012t_4.jpg,,1,0,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elizabeth-knit-top-14869.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsd000,,Clothing,simple,"Women/Dresses & Skirts","Default Category",base,,,Skirts,,,,,,,,,Charcoal,,,"2013-03-05 05:48:15",,,,,,"Knee length skirt. Sits on natural waist. Fitted through the hip. Exposed waist belt loops. Hidden zip and hook and eye closure in back. Full lining. Wool/cotton/polyester. Machine wash.",,,,,,,Female,,,,,,0,,,/w/s/wsd000t_1.jpg,,,,"Knee Length",,,,,,,,,,,,,"Use config","Use config","Essex Pencil Skirt",,,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",185.0000,0,,,"A classic pencil skirt that feels refreshingly modern. Crafted from our lighweight refined wool, the Jane skirt is an essential piece for on-the-go professionals.",2,,/w/s/wsd000t_1.jpg,,,,,1,,2,/w/s/wsd000t_1.jpg,,"2014-03-08 08:24:58",essex-pencil-skirt,essex-pencil-skirt.html,1,1.0000,,,24.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/s/wsd000a_1.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/s/wsd000b_1.jpg,,3,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/s/wsd000t_1.jpg,,1,0,,,,,,,,,,,,,,,,
wsd001,,Clothing,simple,"Women/Dresses & Skirts","Default Category",base,,,Skirts,,,,,,,,,Charcoal,,,"2013-03-05 05:48:15",,,,,,"Knee length skirt. Sits on natural waist. Fitted through the hip. Exposed waist belt loops. Hidden zip and hook and eye closure in back. Full lining. Wool/cotton/polyester. Machine wash.",,,,,,,Female,,,,,,0,,,/w/s/wsd000t_2.jpg,,,,"Knee Length",,,,,,,,,,,,,"Use config","Use config","Essex Pencil Skirt",,,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",185.0000,0,,,"A classic pencil skirt that feels refreshingly modern. Crafted from our lighweight refined wool, the Jane skirt is an essential piece for on-the-go professionals.",4,,/w/s/wsd000t_2.jpg,,,,,1,,2,/w/s/wsd000t_2.jpg,,"2014-03-08 08:25:20",essex-pencil-skirt,essex-pencil-skirt-20252.html,1,1.0000,,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/s/wsd000a_1.jpg,,2,0,,,,,,,,,,,,,,,,
,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,essex-pencil-skirt-34118.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/s/wsd000b_1.jpg,,3,0,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,essex-pencil-skirt-18444.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/w/s/wsd000t_2.jpg,,1,0,,,,,,,,,,,,,,,,
wsd002,,Clothing,simple,"Women/Dresses & Skirts","Default Category",base,,,Skirts,,,,,,,,,Charcoal,,,"2013-03-05 05:48:15",,,,,,"Knee length skirt. Sits on natural waist. Fitted through the hip. Exposed waist belt loops. Hidden zip and hook and eye closure in back. Full lining. Wool/cotton/polyester. Machine wash.",,,,,,,Female,,,,,,0,,,/w/s/wsd000t_3.jpg,,,,"Knee Length",,,,,,,,,,,,,"Use config","Use config","Essex Pencil Skirt",,,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",185.0000,0,,,"A classic pencil skirt that feels refreshingly modern. Crafted from our lighweight refined wool, the Jane skirt is an essential piece for on-the-go professionals.",6,,/w/s/wsd000t_3.jpg,,,,,1,,2,/w/s/wsd000t_3.jpg,,"2014-03-08 08:26:15",essex-pencil-skirt,essex-pencil-skirt-20253.html,1,1.0000,,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/s/wsd000a_1.jpg,,2,0,,,,,,,,,,,,,,,,
